Learning Rate: 1
EPOCH,ABS_ERROR
0,2
1,1.65841
2,1.46955
3,1.35487
4,1.27757
5,1.22103
6,1.177
7,1.14101
8,1.11044
9,1.08369
10,1.0597
11,1.03779
12,1.01749
13,0.998442
14,0.980421
15,0.963248
16,0.946793
17,0.930959
18,0.915672
19,0.900876
20,0.886525
21,0.872587
22,0.859032
23,0.845837
24,0.832984
25,0.820457
26,0.808241
27,0.796325
28,0.784698
29,0.77335
30,0.762272
31,0.751456
32,0.740893
33,0.730576
34,0.720499
35,0.710654
36,0.701034
37,0.691634
38,0.682446
39,0.673465
40,0.664686
41,0.656102
42,0.647708
43,0.639499
44,0.63147
45,0.623615
46,0.61593
47,0.608409
48,0.601049
49,0.593845
50,0.586793
51,0.579888
52,0.573126
53,0.566503
54,0.560016
55,0.553661
56,0.547434
57,0.541333
58,0.535352
59,0.52949
60,0.523742
61,0.518107
62,0.51258
63,0.50716
64,0.501843
65,0.496626
66,0.491508
67,0.486484
68,0.481554
69,0.476715
70,0.471964
71,0.467299
72,0.462718
73,0.458219
74,0.453799
75,0.449458
76,0.445192
77,0.441001
78,0.436881
79,0.432833
80,0.428853
81,0.42494
82,0.421093
83,0.41731
84,0.41359
85,0.409931
86,0.406331
87,0.40279
88,0.399306
89,0.395877
90,0.392503
91,0.389182
92,0.385914
93,0.382696
94,0.379528
95,0.376409
96,0.373337
97,0.370311
98,0.367332
99,0.364397
100,0.361506
101,0.358657
102,0.35585
103,0.353085
104,0.350359
105,0.347673
106,0.345025
107,0.342415
108,0.339841
109,0.337305
110,0.334803
111,0.332336
112,0.329903
113,0.327504
114,0.325137
115,0.322803
116,0.3205
117,0.318228
118,0.315986
119,0.313774
120,0.311591
121,0.309436
122,0.30731
123,0.305211
124,0.303139
125,0.301094
126,0.299075
127,0.297081
128,0.295112
129,0.293168
130,0.291248
131,0.289352
132,0.28748
133,0.28563
134,0.283803
135,0.281997
136,0.280214
137,0.278452
138,0.276711
139,0.27499
140,0.27329
141,0.27161
142,0.269949
143,0.268308
144,0.266685
145,0.265082
146,0.263496
147,0.261929
148,0.260379
149,0.258847
150,0.257332
151,0.255833
152,0.254352
153,0.252886
154,0.251437
155,0.250004
156,0.248586
157,0.247183
158,0.245796
159,0.244423
160,0.243065
161,0.241722
162,0.240392
163,0.239077
164,0.237775
165,0.236487
166,0.235212
167,0.23395
168,0.232702
169,0.231466
170,0.230242
171,0.229031
172,0.227832
173,0.226646
174,0.22547
175,0.224307
176,0.223155
177,0.222015
178,0.220885
179,0.219767
180,0.218659
181,0.217562
182,0.216476
183,0.2154
184,0.214335
185,0.213279
186,0.212234
187,0.211198
188,0.210172
189,0.209156
190,0.208148
191,0.207151
192,0.206162
193,0.205183
194,0.204212
195,0.203251
196,0.202298
197,0.201354
198,0.200418
199,0.19949
200,0.198571
201,0.19766
202,0.196757
203,0.195862
204,0.194975
205,0.194095
206,0.193223
207,0.192359
208,0.191502
209,0.190653
210,0.18981
211,0.188975
212,0.188147
213,0.187326
214,0.186512
215,0.185705
216,0.184904
217,0.184111
218,0.183323
219,0.182543
220,0.181768
221,0.181
222,0.180239
223,0.179483
224,0.178734
225,0.17799
226,0.177253
227,0.176521
228,0.175796
229,0.175076
230,0.174362
231,0.173653
232,0.17295
233,0.172253
234,0.17156
235,0.170874
236,0.170192
237,0.169516
238,0.168846
239,0.16818
240,0.167519
241,0.166863
242,0.166213
243,0.165567
244,0.164926
245,0.16429
246,0.163659
247,0.163032
248,0.16241
249,0.161793
250,0.16118
251,0.160572
252,0.159968
253,0.159368
254,0.158773
255,0.158182
256,0.157596
257,0.157014
258,0.156435
259,0.155861
260,0.155291
261,0.154725
262,0.154164
263,0.153606
264,0.153052
265,0.152502
266,0.151956
267,0.151413
268,0.150874
269,0.150339
270,0.149808
271,0.149281
272,0.148756
273,0.148236
274,0.147719
275,0.147206
276,0.146696
277,0.146189
278,0.145686
279,0.145186
280,0.14469
281,0.144197
282,0.143707
283,0.14322
284,0.142737
285,0.142257
286,0.14178
287,0.141306
288,0.140835
289,0.140367
290,0.139902
291,0.13944
292,0.138982
293,0.138526
294,0.138073
295,0.137622
296,0.137175
297,0.136731
298,0.136289
299,0.135851
300,0.135414
301,0.134981
302,0.13455
303,0.134122
304,0.133697
305,0.133275
306,0.132854
307,0.132437
308,0.132022
309,0.13161
310,0.1312
311,0.130792
312,0.130387
313,0.129985
314,0.129585
315,0.129187
316,0.128792
317,0.128399
318,0.128009
319,0.12762
320,0.127234
321,0.126851
322,0.126469
323,0.12609
324,0.125713
325,0.125338
326,0.124966
327,0.124595
328,0.124227
329,0.123861
330,0.123497
331,0.123135
332,0.122775
333,0.122417
334,0.122061
335,0.121708
336,0.121356
337,0.121006
338,0.120658
339,0.120312
340,0.119968
341,0.119626
342,0.119286
343,0.118948
344,0.118612
345,0.118277
346,0.117945
347,0.117614
348,0.117285
349,0.116958
350,0.116633
351,0.116309
352,0.115987
353,0.115667
354,0.115349
355,0.115032
356,0.114717
357,0.114404
358,0.114092
359,0.113782
360,0.113474
361,0.113167
362,0.112862
363,0.112559
364,0.112257
365,0.111956
366,0.111658
367,0.111361
368,0.111065
369,0.110771
370,0.110479
371,0.110188
372,0.109898
373,0.10961
374,0.109324
375,0.109038
376,0.108755
377,0.108473
378,0.108192
379,0.107913
380,0.107635
381,0.107358
382,0.107083
383,0.106809
384,0.106537
385,0.106266
386,0.105996
387,0.105728
388,0.105461
389,0.105195
390,0.104931
391,0.104668
392,0.104406
393,0.104146
394,0.103887
395,0.103629
396,0.103372
397,0.103117
398,0.102863
399,0.10261
400,0.102358
401,0.102107
402,0.101858
403,0.10161
404,0.101363
405,0.101117
406,0.100873
407,0.100629
408,0.100387
409,0.100146
410,0.0999059
411,0.0996669
412,0.0994294
413,0.0991925
414,0.0989571
415,0.0987226
416,0.0984893
417,0.0982571
418,0.098026
419,0.0977959
420,0.0975667
421,0.0973388
422,0.0971118
423,0.0968859
424,0.0966609
425,0.0964371
426,0.0962141
427,0.0959924
428,0.0957717
429,0.0955517
430,0.0953329
431,0.0951151
432,0.0948983
433,0.0946825
434,0.0944674
435,0.0942533
436,0.0940404
437,0.0938283
438,0.0936171
439,0.0934069
440,0.0931976
441,0.0929895
442,0.0927819
443,0.0925754
444,0.0923698
445,0.0921649
446,0.0919614
447,0.0917583
448,0.0915563
449,0.091355
450,0.0911548
451,0.090955
452,0.0907566
453,0.0905588
454,0.0903618
455,0.0901658
456,0.0899704
457,0.0897761
458,0.0895824
459,0.0893899
460,0.0891978
461,0.0890066
462,0.0888164
463,0.088627
464,0.088438
465,0.0882502
466,0.0880632
467,0.0878766
468,0.0876911
469,0.0875063
470,0.0873222
471,0.087139
472,0.0869563
473,0.0867746
474,0.0865935
475,0.0864133
476,0.0862338
477,0.0860548
478,0.0858767
479,0.0856993
480,0.0855227
481,0.0853468
482,0.0851716
483,0.0849971
484,0.0848232
485,0.0846501
486,0.0844779
487,0.0843059
488,0.084135
489,0.0839647
490,0.0837949
491,0.083626
492,0.0834576
493,0.0832899
494,0.0831231
495,0.0829566
496,0.0827909
497,0.082626
498,0.0824616
499,0.082298
500,0.0821347
501,0.0819723
502,0.0818104
503,0.0816491
504,0.0814887
505,0.0813286
506,0.0811694
507,0.0810106
508,0.0808527
509,0.0806951
510,0.080538
511,0.0803818
512,0.080226
513,0.0800711
514,0.0799164
515,0.0797624
516,0.0796093
517,0.0794564
518,0.0793042
519,0.0791526
520,0.0790017
521,0.078851
522,0.0787013
523,0.0785519
524,0.0784031
525,0.0782549
526,0.0781071
527,0.0779601
528,0.0778134
529,0.0776676
530,0.0775219
531,0.0773771
532,0.0772327
533,0.0770887
